Name:              |UserName:            |Year:       |Grade:       |Hash: 
Kincaid            |kcatleydd            |1           |7.48         |65fd7219aa0240c3a53833587e5fb758628586c2a8db1c1354e406cba4fff200
Gamaliel           |gpiotr7o             |1           |7.48         |73bfad413f68c844a90ca79ba39fccb041184fadd3621e11baf6674f17366a12
Darrin             |dgoodhall66          |1           |7.48         |d299012b4b6d83d13c82fd2733e2985c5caa4e52934b9b43f24fb91d59a4789c
Easter             |etrenaman18          |1           |7.5          |8d721991d7cab4680a6f2a1671bb1b7e96bbf5eaa8d09ce92513f971e84192b0
Neal               |nropckem3            |1           |7.51         |fc1a5e66aef85c13b44d131001b995d71bff1574e9fd92b70a223838d039b460
Seana              |sbramhamlb           |1           |7.53         |f34fef45d3f056cb37077e5b26e7f22c6b200ac90904b8ee78597b678dcca72a
Gabey              |ggilffillandfv       |1           |7.54         |8bdf1c6518eaef88b0f79dc3dcbbe9d422ede7f57ee0e77c5d3d68d9a6556467
Moses              |mpaoloniav           |1           |7.54         |6d098f8c239d3340ce37333d59560ddcf85c505a44805e6232129de183a5bfca
Griffie            |gpauleau6d           |1           |7.56         |6642fdb6bcbe2471601933a0e6ded623017b0371866f8f2ce0ff52daeec7917e
Jyoti              |jfrancklyn9s         |1           |7.57         |53001f1140ecbbb5725a92c4c46586586348d44c7faa508f3990faa807332c8d
Myca               |mpadgettlj           |1           |7.59         |7cbd29c1dc60e09d614a8d431f930c3ac573a351e21a30247cb18d1f8e5975bf
Britni             |bbeardsleyh5         |1           |7.6          |5a9cfad8d446fc26f8667da5b410ef48b9da990719c5232059e2168d72b9ea6f
Renaud             |rcuolahanju          |1           |7.61         |379698fdc0052ddf4e0e1115a8f023822482e0b31e01716f8d12b910fa852484
Sinclare           |scissell54           |1           |7.61         |58581a36316d1f381ad3a5b295f031cf53357e29b38fa0eaa8f3b223b56eac78
Yank               |yschimonek4e         |1           |7.63         |3c24a996aa63cd3c51be029e48bf1bfc595b310058096922440abd0e8f663cb9
Laverna            |lsterlingel          |1           |7.64         |fc130a54b37af4bf6636d817051c58bed82a3bafc982042d8b6c49dd62a16841
Caritta            |cengland79           |1           |7.64         |2510b90cf8a6ae4e5123ed3487099227785f59e14c2960114f9092c43c8d4a59
Forrester          |fvidyapino3          |1           |7.67         |a15245c87c1b35e20eebdc8fae1c2b9a942d1fa34b6b45f679a5b9688760d7d9
Archie             |atoyneis             |1           |7.67         |33bb340a0d1797feb4b0d333bf0f1d2f64c99b44d3f6a17f3231ddbbcb4f5958
Joceline           |jvasishchevou        |1           |7.73         |a40090ee4d873fb53a889ff89ff915aa2555a48a38c2bebb89960b419f2d4bfd
Amelina            |apaliakp             |1           |7.75         |71d33ddbcfc6d147f1332b53445c658d85d2958fcf44146058effd453688be38
Kristal            |kmckiece             |1           |7.76         |181fb11159e3128a468e40d2b1d18d2d4840b0de564434383cd8378788af92a8
Lou                |lhasson9             |1           |7.77         |240beaf370e464e46f59efc7b11a9aaf5f292fc513eb7826c9e0a6c0c2d0ae78
Magdalen           |mschultheissnm       |1           |7.78         |9405642d20f9c79b161c7f425e7d6d8ace7078954697bf3a2bac7b7c6459c7a4
Stacey             |sstetsonq6           |1           |7.81         |2112944962959fc0221f536bbd599f9c262299e4fdea3ba1a5368f23509d8a50
Lion               |lchiezefn            |1           |7.83         |123c02e7e3fd097b8ebb1a907161c426cb67cd95d2a6db57baf48142037b8f31
Kalie              |khasemanlc           |1           |7.85         |d27bcf5444ec2cc447141d52bb3f78857a7fb025aacb5604041f7a3bee80977a
Cletis             |chebblewhiteet       |1           |7.88         |f27a08d8edb537f35c5828c9b1b0fbc4b8527c4080fa1c24d019f2d7182adb7e
Pennie             |pclercdv             |1           |7.9          |f757d067559387c82e1283c94d2a438e0d968d230908499282c24b683a1a42a2
Gearard            |gjewel1c             |1           |7.9          |ee6b08a6d44583ce30318783ecf476e944e30249f6b91ad3e20a81eda114e9d8
Joan               |jpilmore46           |1           |7.93         |645fca433ff64d3e810ea4b61581a36faefb31f7b82357c3b0c29ed5d0546f5c
Sissie             |scakebread3m         |1           |7.96         |6081117bcfcbc79691d4d5d5769d247fd626d15ec1f9aacc0ba162a4d11d44b3
Erin               |esnoddin1l           |1           |7.96         |5b6bab7982d90c37ea6d6e42c1ef237fc5ac7ae1d6d1be21472ee29d8871ca5b
Westleigh          |warnow12             |1           |7.97         |b02ca1c65cac3acf35dd7ac745f4ded2a1189a28877dc13dcdb58ae8066f00d3
Willi              |wwasielewskif9       |1           |8.01         |7ed77697063ad030a9909ce9ef382bd48c8b73926859e13992ebc43adca675ef
Del                |dfilinkovcq          |1           |8.04         |2a4d5bdb5e70b25e88c39d875ab7996de2f13ec9caee38cc83eb1aa0f69f81d9
Atalanta           |afarherty6g          |1           |8.04         |86050fe379373906d294d6df9f86fd845385bdd3a8569b1e056fae75554d1c62
Sanford            |srousgq              |1           |8.05         |401e76618f14396dd95ec5b607de79deb4b62509f61470d9e35dd7029900b4a3
Ellynn             |ehartfield22         |1           |8.07         |2fb263e383acf68a14ea8a33dbedbb48e8bcddf015b3f0e33719398f0c76cb57
Lucretia           |lgonzalez6f          |1           |8.08         |b5f91182c52584386e95dcf76d14f25b3d0f2605ff5c30aeabaf6e4f0fe72fca
Sherill            |sfulkow              |1           |8.08         |6fc2367dc68928ff404593cc455533492ad937e93215c14bbada515cfc74d132
Noam               |nscocrofta           |1           |8.1          |f150374e158b53411b2431e06ce80d3d68d81f1e7d703c09e6ec8694cd2bc473
Carilyn            |cmorris5r            |1           |8.1          |bdce5d8252420d6112a98c29f1953b3b7b57792c24834b564cb37dc1407201bb
Sophia             |svoyceex             |1           |8.13         |d672e2cdcdf67d26faa43e0b54faa01346dc0c316e75d89d0eef883f3f18274f
Hercules           |hkeeltaghp4          |1           |8.14         |37b566f252c65727a737372fbc6f812a166a92962a0e1263d4a6fbde0f0c84be
Camila             |cargilen3            |1           |8.15         |6f4f7788ceb221a75c8c4b20a31bd584a0e43fd06c90df34689acf7961d48dbc
Hansiain           |hmatushevitzq2       |1           |8.15         |31b1a76aa3e8161c2686fb21d910e3dcb4ab60a7d8e8f14da1aac1299eaa367d
Lindsay            |ldobrowolskie6       |1           |8.16         |8771ac5721c6317029bbccd7d2458734ce5b54415abd6b73c0d13031b3f0b768
Duncan             |dbickmorefp          |1           |8.16         |8b5deea1c05cbbcff960a43089fd79ec55be45920a5c59a9b26f3c3be2ac542a
Winthrop           |wsilverwoodp0        |1           |8.16         |0825aafc8a60f1fd150505d4bcb2fe4554615bc718065cf9c46da48820f55153
Normy              |nsampsone4           |1           |8.18         |7ec9fef7c47b373e1d07a894f638c918e7be50c570a01e94c6f2ef8eea3e4844
Robbie             |rburridgek6          |1           |8.19         |8e9b59f8037738e7e8673bd4319f122d2bd23ae4dd732bdb02c1a18952870578
Brynne             |bbalazin8s           |1           |8.19         |c22c574de8324460a7465cb7df058a3d10d18bbfcf33e10fc088ea6b43d9168c
Tuck               |tcastellsip          |1           |8.21         |7e61378457e3153bd0dcbdaa83ed0ec28879f697cf43b0c41ddb110d347d8518
Arlette            |aodhams6h            |1           |8.22         |f74a3a93fbb5418d408617b0b8bd2c8715509f84b69a2bd914ea7d6ce577618f
Brennan            |bhazlegroverq        |1           |8.27         |22f9c6ca8156efa728efb6b3fe98933edaabe6bdffda6d0c0a1436f1467eb35a
Sari               |sbyhamkb             |1           |8.29         |3c1d5bee874f34261305ffb37346180ebe88be6f5545e65482f03aebfe2124f9
Suzy               |sdonativoc2          |1           |8.36         |f5b0c097d54d8eb7af52200e2c0becabdeb77f6b0fb875582ca98ceca0bfe3bb
Caddric            |ctick27              |1           |8.37         |2c2f34290f41b57a7ba49ca363f60ffe154ddbb3c14dc6050ca14cec40df635d
Ario               |atournieib           |1           |8.37         |acbf245584f0e67b711df3473a46c9ecd49fdae730a79b68a52b91976780107e
Dorie              |dwedgwood9j          |1           |8.37         |d6d8c0fa6d388f458f1e1b93161aac4504b0184475ee41b4bd71db12f4249682
Cletis             |ctutill2e            |1           |8.39         |7ff8f7419e0ab42b07c3b261b08fcfd8d672387b150e90e70f697116fe630b3a
Robin              |rmillmore7w          |1           |8.39         |b2fbf7617abca606c53921bff3ad24a436bf07e1f77dc7e62f8f9d6cbe0d163e
Pinchas            |pstrangeroj          |1           |8.4          |8264fd22b3127dbb5ee93498a922690a248ec92191176bef9fb74e07ecdf708c
Dorisa             |dgoddardnn           |1           |8.45         |1c6e0adfe1181dda7f5b4c8b603d9fc4fa7822523ae02022f23f0da7d6d16f60
Carolyne           |cdurringtonji        |1           |8.46         |43530862c27f518a116fde755005244e9998280468043bda9a73e5e2bb492b6c
Der                |dhaycraftb2          |1           |8.48         |43dba6698813d68dfbffe03149b8a43ee9c7886c7f78d2882ab97d09a417043d
Crichton           |cpetrus43            |1           |8.48         |2c865e5e24561927ba6b1caf5c177829aed235ada4f5836e3af4a6a0ecfa36da
Sheilakathryn      |sscawenok            |1           |8.48         |43cfcecfb73230073e8cea662b19f1f34ca0565657277643a419d027d4a4920a
Melantha           |mstroyanf3           |1           |8.5          |8ad00b7b45aeb50ea4a94b387700b37d69721e6e65bc0a07ee14b227b6091389
Tris               |tcasfordlt           |1           |8.51         |4988e0eac9d5f0b92ea1e2db57094c168b42e5b0f025f1880fa37e4337247210
Fransisco          |fmoyesot             |1           |8.51         |0b28d5b0504a80ff135192def10403cc1d3af1b3a0f78ba1a656de9ba5bf3ddb
Cora               |cgoldenofirelandba   |1           |8.53         |49ded8e012a0e7bdd8d6421884cb6cc5fd37f3f108e1ff7ca37b41687057a80c
Dorthy             |dgallagher5m         |1           |8.53         |214981c9d68681d76f99d52e5021953b870fbb95cbdb8eb679451636a3485117
Adam               |akewish4z            |1           |8.53         |535e80b2d26bb5e4acad5c8270e4c6fe3564bbe38ab524e81db7231ea7b30e3b
Kelly              |kmcilwrathh          |1           |8.54         |2f67766816182b7e8fea9dbb2eb7da6af4dd7a61c081ea452beb72ddafc538bb
Bryant             |bgarrityqu           |1           |8.54         |e6b737abb148e10d83a3190f95fb0ba2a54dd00e4e8589b6f11ffc8542e28ad8
Shanon             |swellsby             |1           |8.55         |295a0fa20bf9dd094381de2f940fb5d3e801e26436257dfdbce30aa718080dee
Riane              |rlecordieras         |1           |8.55         |08ee9feb74c366df04f0f9db50185cf8371576cba0efd9427613721c413dd8f8
Daloris            |dgantzman2q          |1           |8.56         |6bb09945603ed03420d8e7f92a897f55db11741a41f6cd90e06d5c58e5a8780d
Derward            |dstearnl             |1           |8.57         |a450890a90682a6613a50abaef7c894478057bf58141c59f10d16c24f55777e6
Raleigh            |rvegas8k             |1           |8.57         |5c3a4f4f73a40dfce6c838b97585599631f25a863d9e30f88ef47eb5aa60a010
Bertrand           |btokleyif            |1           |8.59         |8698d028591a38480076f9ad2f358581ab794ec0c27031dd18ef5b2075db2d80
Roxine             |rmewsli              |1           |8.59         |985eb9155f62cd9c76db8f16e2b1304955d6df387e793fa0865833e1a71afff3
Constance          |ctennanta3           |1           |8.6          |0b4b7fc0a087b09d050a81fd06fd160e9a3d5323c501846bbe524ce5c06b42a1
Evanne             |esirmon8q            |1           |8.6          |0ec0e77b49e0f46ffc1ac422cf1d0ecf25ed3c848f851422669b8467ce434c69
Lesley             |ltindley5q           |1           |8.61         |44a8812af05a07d595222aeb27365a79cf77126b7e9246c211766ed656f05000
Kelby              |kbatie58             |1           |8.63         |4cfe54d0b04b28bc64cbcf779a290dd4906f37b4bab5d02852c8c4914726f7be
Frannie            |fhentzeler4o         |1           |8.64         |9f310672b22f9830450d1c8c6dc521496f3da027dc2cb98d287bfb58a2a9347e
Susanne            |spatey31             |1           |8.67         |6085b742917abf82e1774afe6860a92a3bf189d32d936ccba2954a9c85c08e30
Guthrie            |gaizik76             |1           |8.67         |67f26a989a4577d9198c21b024499dbfb109af17a02fd09f11ddc0a837048d19
Shantee            |smeiklem7c           |1           |8.69         |f9791b3e351f288fb5147a585ed840a57f984ad8c13781e9e8d7a13e2b75e44b
Mar                |mribou3t             |1           |8.73         |08408ce532665c5cccf27f59557f823ea73e7144f741d872ae72e18207dc436c
Dana               |dotson63             |1           |8.75         |b3be7be4e9e963f676d50868acccb44ea705f0740f9c31ec7d74a09a6b92f819
Brig               |bstoneham9u          |1           |8.78         |8a49a2e809790062846d4fa037e25e578a4889fa8536d1846b2824ccf0ccf88d
Daveta             |dheads4k             |1           |8.78         |902c32ab5d332ad852df85f377f8ab5fb762b0ad1b8efcf7b7fc8ecae3db7748
Ian                |irobshaw1            |1           |8.8          |402ec9d9675343e3de421fd0ac82e0b6108282f6a482287e2d70eec5b8c98690
Edan               |eburnsydeop          |1           |8.8          |bd10bff1a0846f4712a2c241cdfd7d35c51eb1d74ddc7d8644b8eed77e329ec1
Madelena           |msemmenscj           |1           |8.81         |99fa0c682ffb37ddce5a6af6d0b32b84b2e83362e3ffc333087173a43c568cd6
Isobel             |isevery4             |1           |8.82         |6c32dd4d7028326c398b09e0de68cefe30e62405fa3b1d91e48825f753b1a8e6
Shelagh            |sglabachpr           |1           |8.82         |025fbf88a32f03ac0a876d1eb6ae49724e2d0d655fbcff42be6e0e19f70682c8
Gery               |gcamplinge           |1           |8.84         |3ded28377e41b99c1510d03193b0af56febf8e4b1d18cc475981222628244363
Gerry              |gchinnock3h          |1           |8.84         |a32f76bf37684f0d8db52407a66bc634e919c588652d3b40e7783f2ea35cb9ed
Sylvester          |sroggegj             |1           |8.85         |dc8cca9de1afa93d2c25ebc5def1ffa7281bbf9ac2c1677b4d3541be8671afe2
Glynnis            |gtabrettbf           |1           |8.85         |7b439d7be9f6d2486943d3ce01d3dd7078f688b5118bf1b54473df5e7c2acd7e
Lesley             |lfludgate7y          |1           |8.85         |44eeb66ea3ceb87896830a2cc3b3806ec086ec5c6f8b147711432927ac439154
Durant             |dphilipp4t           |1           |8.85         |a81f8740021d008dad8c8a3ba9054b545ed69a08b99e7179be533a35fa2542ed
Vinny              |vbeldom4l            |1           |8.87         |c32a418dcee84eb70f2a32441c1ee7431d8b9359163f4bb9f4a5a3cb006c94c7
Emelia             |erival47             |1           |8.87         |78c85dd1ac31191781e6d7efe977638d742cf9ce86307a532f58e2a8f165ec4c
Pippa              |pburminghami9        |1           |8.88         |0037d8ff082308c20ae3dac38c1811dd7ae06b1ecf7ed656d62f3dfae5420d06
Zacharias          |zmordon6t            |1           |8.89         |62e71e407633a86c3101c264bb65bb8ef2920d227efb1de7dee5e0e47fbfaa93
Ida                |ileeredq             |1           |8.9          |9f6ee31aa58ca527470909cd887321e4b18ee3bc2fb2b1a8fb3d61db4e94e9ce
Jerrilee           |jhoudhury5v          |1           |8.9          |87484ffd0f004250068623bbd252d4769c0bf6ce453706d0686533f012ae52ad
Avrom              |agorckeof            |1           |8.91         |ea640cbc5f87e1dc9d1017e5ee1519d34d3f2136614d4e67a34f5fc9e3c0eb68
Zachariah          |zsimonoumm           |1           |8.93         |0542b25ef6a94dda6932f0a493c28074d7205c24b38735f2913010af541f908d
Westleigh          |wscanterburypv       |1           |8.94         |a456b992443d1bec0e055dddb500b5efc35a896fe5474684d7abaf40cb8d98a4
Stanislaw          |saucock9c            |1           |8.95         |55ffe6aa67c2cf47ed9192bcf282023795413d572eb126d2c7c2cdc817e72e89
Katrina            |khuddlestonea8       |1           |8.98         |6ede06910b5e48807fdd430fd386f2fe7f2c6222ccaf135793b3faf1f27130f4
Dwight             |dpuckringb8          |1           |9            |661efc2967356713666da6b86238905b70af04301323884cb11fbe4720c2a6ab
Lesya              |ldumblton3j          |1           |9            |d621c0a00ab921c55c1c55a9d705716253d24cb05513572262fdd50ab6071a32
Freddie            |fdundin2o            |1           |9.02         |610b08fbdb0711fa1bb3b760ba1b528b32ad4539f3e83b3a322cb334840bd73d
Manon              |mwestoll8x           |1           |9.04         |1fc9e28b71e02becdf359ad533f893850ff3443a699ca33da45f259cb0296a5e
Seymour            |sverissimo72         |1           |9.04         |dd520c868f3f00a165377b79f68e892bed6456b4f86254fbb8a5d1eac55b66fc
Vera               |vpauluschnk          |1           |9.05         |3d142ef1b959eb22fdbca056e0ebb7cf57d0ef5b8dfaa75bbf64019d983d2d64
Yale               |yfeldheim24          |1           |9.07         |6e9e6723b07c2aa0d9b864856dae63d1dba5a677384c6e59032a3ab81d17ae26
Malinda            |mjarradjt            |1           |9.11         |e9459a6451a22287efd517f33c95d6b2386c670c952b5a3e8de27632449e7207
Krissy             |klinnellln           |1           |9.11         |787d5bbf177b3269a426530640e07445e569012810581fc455fa54ae29d94b81
Sibbie             |scloneyhl            |1           |9.13         |7432608c0a4753d0d5a942d1d1438d9f139498ae8309cd2e132f4d29583ae92d
Sophi              |slinleymy            |1           |9.13         |26ad569b3014fda9e2bc7835fb0b1a462489f0a19dd36924ebda7504dddd6452
Vaclav             |vnorssisterci        |1           |9.14         |d77ef93ee86727b6693595aaa0aba7f05eca55c6418f608e1d69b1f0d2b2bf65
Dory               |djeremiaha5          |1           |9.15         |0895dc6d895ad43cb14b7bc9cdbb6e779e29fd3f134c07c25a0b61d81fbe0823
Eberhard           |eravenhills8h        |1           |9.15         |4c8e170b8706ba100fabc6c880293d04169b46c76c2f7309e9c2163d7a7ca623
Georgette          |gforsaithm0          |1           |9.16         |7a2242f1ef09673dae3f796d09d9b4f1ee25c356f1b0036ce7a301ae4ad6af2c
Jonathon           |jnoenca              |1           |9.17         |43a64ce79229a8b3c2f2ce8a0c6c43f76ce6c49ace5349e69411185be62a205e
Waly               |wheadlandhh          |1           |9.17         |5dd9cd84e7570cfca412066033854368e57e958d0426cc18d211048ef67a78b5
Bea                |bayresl3             |1           |9.18         |1b21911f3d89a3eb5e78651aa4b86a607b0e09f39ff86cff1c62f3691355cc9a
Luther             |lgawler7u            |1           |9.22         |f90703748743065c8535de920c4b1221b307a3be42b1f0c2bd33a136723d895b
Artus              |aharrissk0           |1           |9.23         |76cb539abe6f15060a6c47eaf09871a7b3e00a9ffa6ff899c88476ae3ed63d09
Hewe               |hsteddall5z          |1           |9.24         |05717711d28c8a6fbaa65b9dbee97cf86da58f24151cf1910a4ef1cd3d30aeeb
Bibi               |bsharkeyeb           |1           |9.26         |871f197971fed727937488bfb815925885aaf6ae16cb9129daace62dd5c1ad45
Wernher            |wstablesgr           |1           |9.28         |11fab1347edd412d7af58a4656f5443f8ad35ae0bf46c31897f481d31bd99c60
Franklin           |fmerillio            |1           |9.3          |db7a71296d5bd8cde1ca4b87e38afbba07140a057a9f838a0dedbb8bc1103277
Blancha            |bdallisonk2          |1           |9.31         |61609a228ab23c43b3215a82bf8ceb5c230591d62825d0a0ca5f2ef27de61b34
Ethe               |efittes5j            |1           |9.32         |d0bafeeab8709d6b0bb885796ddb1f877e1ee1319105398eb4fa39051b6081f6
Elyssa             |edjurisicd3          |1           |9.34         |d6368d4ef965a56cc5187afc7612d882e793839b1ffe5ea578e8e6d682bf6b73
Clerissa           |criccahe             |1           |9.34         |8c52f2f3a6f9174a99d586f4103f147817a3ccc1dc5b7e9ae42f5dfa09ff5e13
Dodie              |dclymar5             |1           |9.39         |eb273279c81eec6c613b50dbe8f65c65a66b017ca924994923223a6b2b35b5f5
Rutledge           |rruhben6u            |1           |9.41         |3f8203c389c1ba54dec9edeab837deaac4297c95bf06fee572264d0c9bf5fff3
Linoel             |ljerred3o            |1           |9.44         |b6096dd53e35c2b99bdbe5f9048f5c16cefc07bac1bd5a1566796008dd346fd5
Gustavo            |gmittenfb            |1           |9.45         |3f6647d7f77b4adef883c460f4debadea9ab4e459a8e67aba5a5ece02f73381a
Esme               |egoscombn5           |1           |9.45         |8eaadac0cec2bc1866e238c328ae843439dca7f3d1be37404348bc74e988b49e
Marilyn            |mgorstidgemv         |1           |9.45         |0b79e06eec46936e2e6c670dc1855f5612e407f2743b7d5c4836399934c79a35
Alvin              |abernierq9           |1           |9.45         |5dd2e6b3bfb2dabad27fc8bfd6245fe4a0d713a85c2d8baace01f23bca5cb83e
Tory               |tspinnacerc          |1           |9.45         |f92ca7a96ed3e53d98a8d9f5430ee7932b9c3b4ae16cf2befd71e7dd93c00127
Trudie             |tmitkovi2            |1           |9.46         |429c48c217b5e7d4e953de4ef388a6c7325ba169e28e50a544370419b4bdfd86
Melony             |mlourencoll          |1           |9.47         |cec001287f6f5f8d53fd93ab7e1fd4eabfe7b938bdd481b6831ab464f98c49ca
Meagan             |mbigg1p              |1           |9.47         |f9832115dfa3b4336b3d80753099caa3aed83d3f01e1d434ee53c2adf034c173
Trevor             |ttoogood71           |1           |9.48         |1e4f19bd9a999d8060cc24e15c8dfb24a6137f5c5f3c33ba8662de8c67a172e5
Antonino           |aextilgu             |1           |9.49         |b30c4c00fac6db17e3be70bce4f32ab472763422434a2dfab66cbc69cacecc4c
Norry              |ngouch7d             |1           |9.5          |91081d082c3e2d61f111bf0ed1b22171008638a4e8f47c43b6d69cbfcf1b00ce
Roxanna            |rkincadehr           |1           |9.52         |e171de4bae9f5937b725e04b9b2144c59fd2dd708ac7de79a88c049476d97686
Serena             |sshawyer8n           |1           |9.53         |8e33e5731ce045adfcb1c2a51a8883650306895f2c0c3cb105cc764f0ed2b99a
Yorgo              |yortellbc            |1           |9.54         |5a4bad81e02d5d3336d5119c5e0781ef4f4169df52ed216e072f0c8c1f1f61df
Jacinta            |jshottonpb           |1           |9.54         |44d25be2a136ae9c649727faca8d2e3e02561e4460c295b66b9fa01d6530b1f9
Tomlin             |tleile3f             |1           |9.56         |0300bf332861231376d4b97bd1792bf866ec3934c7b7134156028ef53f6e4263
Lurline            |ltubblego            |1           |9.57         |78469bd55c5f48410663f3598d90d422d63e8421c0aa7d4ec800aa4a95d473b4
Flemming           |fscatchercb          |1           |9.57         |f182a58264f963ef834132cb33208b2fb0d32864678022c719a3a300e1b48e16
Emory              |edomanekr4           |1           |9.57         |d415f52b923b6412ebb5edcd0366d84c6427c5289713f079f38f46e93e618443
Weber              |whopkynsone8         |1           |9.58         |9a35de59d9c63d9b51f2123aa15f5f002d1aa9d7684a41f6777d6b921302560e
Jobie              |jbesnardeaua7        |1           |9.58         |1d2304c435ca1f821da60db2667f3cd99f958f5713cfc0422745f9c780940869
