Name         |UserName          |Gender  |Year |Grade |Hash
Katrine      |klafford3f        |Female  |1    |8.23  |f394d220b1e560ff3fe768c06701d3fa6a2343d345b0d5f0e165dc29cf43a2f4
Dalli        |dboucher15        |Male    |1    |8.24  |4b0bafc22ebe12c60a355a40ffd6ccb9597d8d1661f4251068376622f73c4318
Babs         |bpietrasikfk      |Female  |1    |8.27  |6842768f41448c47d74559b8550ecfbfb81da402218ee6116c64e72714554a36
Galen        |gbattieq6         |Male    |1    |8.29  |8227e6fbb8b870e527cf8ee2bc6aaa417bd4d292b8b5bb149fc9812cab80858c
George       |gfenimore91       |Female  |1    |8.29  |5b3542ab38f74de84840f91ee522e4a5e3368dc6f2866d23f7f7cc3caac8514c
Waylin       |wmciloryd9        |Male    |1    |8.31  |060ce567b867fcfd48da62d83d6f70052bd8ad540fcf10853100265c59a5ad81
Mora         |mgolbornou        |Female  |1    |8.31  |741e833aa622226d19bf13ffc19676ea15b283c7d622354f1b70c309dae4e67f
Nehemiah     |nskoggins85       |Male    |1    |8.33  |7f6ebc57fd017941b1940a56c8c8a81f814fc0f40ac841497bfd54a32d38ffbc
Nicholle     |nlampkind         |Female  |1    |8.33  |f2b9b06c4c8599ac58855f4d341345fbe42d93be3727877effab2753e5bba030
Dyan         |dmelsomqk         |Female  |1    |8.37  |ff24ff17a0d0597d810eb21c43e21172b5fe83d54c7357bd57e60ffc9f96bd5f
Angelika     |aanglimhs         |Female  |1    |8.38  |e088fe54ebe77efeed9d8c94d82655a3a5f4c48f43559350037037f008b17f1c
Lita         |ldrewor           |Female  |1    |8.38  |b27965324c6637a1a6c35b89b158b092fb83faf9db119d7c14a0fa13edcd59e8
Englebert    |etenchp5          |Male    |1    |8.44  |7a030fffd8aa682d87f50a4e51c139e873c51d492a30b5735078a55e2a953fbc
Salvidor     |socullinane4w     |Male    |1    |8.44  |76f8dcf5530cd4387e5933b99bbffc2cd25657592fe1126b639e8330401341bc
Gabrielle    |gwilkison2z       |Female  |1    |8.44  |74a172f9eb32ee0595136fc52a491554bbf82f7f83e75cabe2461e7302d0d759
Beilul       |bvelte7n          |Female  |1    |8.49  |176f862ab23cd480b66e4ce89ac560a0a22456d7fe28cdacfcc1a0b904735769
Janaye       |jzanicchelligy    |Female  |1    |8.5   |2ef656072b69a48edb27ffe52fba907cab2a5c991dd88ba3a648c97d9a424869
Caroline     |cfone81           |Female  |1    |8.55  |0ba27540e4c27bb15fe79d97cf1fd95a97af04257c0dbd3a2fdb13f1e5d729a3
Doralynne    |dmorradn6         |Female  |1    |8.56  |334cf6c0df21d74d47fc549373b8798163421d9e2e8b5179a9f39ccb4ec339f9
Hall         |hvoss44           |Male    |1    |8.57  |d083e7f967148962833d1ff07ab6d50b9eabd73189e2c09fa9636fe0018f8572
Brunhilde    |bquinseec6        |Female  |1    |8.59  |6b01bb385d439ca162de638cea5826e301843ee34862256cfd9ce6167726355a
Dacia        |dbuntina8         |Female  |1    |8.6   |52b0e2b0ba4608614f42dac00c0553a5aab0c9d89097e46049403fb316b855c2
Ashbey       |akent2t           |Male    |1    |8.6   |547cd2b42badb9c7c12d8bd0b5aecbd3fcd29eb9723587b3bc61530da98cbdc4
Dasha        |doverton5h        |Female  |1    |8.62  |e9b337a490d07c1bd453cd3992ee10e87dae147acf13030a9d2969d208746b53
Karl         |ksatyford1d       |Male    |1    |8.62  |ea86b740aeab9edb4948dcc4e5066f9ffa9c90b20e7d8b8f663f117697012cd4
Guthrie      |gvictoryen        |Male    |1    |8.63  |92f8a0bc4f2eb509f299c43f74ab4197677a956ba313459f361bcdf4b71720d8
Cy           |cwarbeysil        |Male    |1    |8.68  |5352887c390ef96f148ad5e072692a8993924fd737da95f207591fd7b5b0821a
Callean      |crudingerky       |Male    |1    |8.72  |2a02847868abfcce2af920a2ee9bc36b0e46954b614c7d77923c1a4e88a1626e
Sheila       |snoellgp          |Female  |1    |8.73  |80d21ef394fc5ff7d4f05c78dc3a8b28799ab321f5fea2d969fc96bb685780f5
Alana        |achernkv          |Female  |1    |8.74  |0f7ffcd4214211fe89010fe87f8cb012283bd5c38c539dafe710a251a30a6c14
Miof mela    |mnickersonqb      |Female  |1    |8.76  |dfe3629f41e352390f6074f24290205e9f174f6277e7cc0355c937ae5aeab598
Alasteir     |aseresf8          |Male    |1    |8.85  |170b1ab6a043bd27ce4caf44bf56feba856af565bef70a400ee487c0cc0be7c2
Barbara-anne |bphilipoti5       |Female  |1    |8.86  |dc3b264b246ebcaefb32fd6095e7dd2e98e08c6605901561e1ff7b8363fb1773
Ches         |cscibsey9n        |Male    |1    |8.86  |5cd087cc4ca81b9bde577c6e37ea2a0c1d02aad697ebe77bf06aa978fcc5ceb9
Guenevere    |gbestwick7g       |Female  |1    |8.86  |6f63435f6afdae4249ad90b18f11ffc874cbeddcd4c26dc6197b01c3857f6160
Miranda      |mgianolo1r        |Female  |1    |8.86  |ff502e8d80ce52b0098694fea84a1cadd54fd0f57585ae1396f2b99df1219b4e
Winni        |woransi4          |Female  |1    |8.93  |9311425430d9958e12649b520294f081d3901bd5ea0a5a711225f2bbb0710e89
Darsie       |ddemezant         |Female  |1    |8.93  |b4de1a80e36e631ac522ec0d93ee86f79c1303ce8fb120535a32cc75a28ec435
Wallache     |wpharaoh9q        |Male    |1    |9.03  |742becc8e4ed11708ea66ed22a5dbdf91ee1f5c60da1d7a1016440818bd6a835
Raff         |rattrilgq         |Male    |1    |9.04  |f3a85df7836326f360b9916e85f8d2fa2eb3e8dce6c4973f1d94020c7f2129c2
Itch         |ibanyard63        |Male    |1    |9.04  |c1e5fc1e0a110fdcacd7449c0ea9060e9df88265ad55004bac7d29f59c537599
Kasper       |kpetruskevichfa   |Male    |1    |9.05  |c1d2326edd62b876e46a21a4fd9630ab06ccf8228ada5ffe08238fb23428f271
Dickie       |dspilsburielx     |Male    |1    |9.05  |73fc99a2a3c53ae893c12aea737034323c7bd191b9fcf2748e2c82a46a02fa8a
Barbey       |bbrine7u          |Female  |1    |9.09  |62f1e4ea8cc64becc336d3aee6dc9d8757e171a078d3853718ccfcec85c5f17f
Selinda      |storresfy         |Female  |1    |9.14  |c0b855a32cfb238f05777eb1394f9af5bf9183437af4b8ace56c52bf09680516
Rheta        |rhockell60        |Female  |1    |9.14  |c0d922e9bb6c42354dd06e28539b8601fca1b98e0061a8d206b2411d500027e3
Jan          |jbeneytoh0        |Male    |1    |9.16  |15b8da0dbbbdc7461a83bd3618431056e42d6a3db2f52e450f65f10082985561
Druci        |dgrimmertet       |Female  |1    |9.24  |de76b1935a04c95756fd93e788b30a087599fa3e8ec817fa969efa280034d74b
Abe          |aeversfieldg2     |Male    |1    |9.24  |67563067eca31d22178b689e586ed33a08d14a11412d0dcae853f29c06bde082
Suzanna      |savrasin4g        |Female  |1    |9.31  |a1c516b1c2b5aad1eabf320aca8d8e04101a29ad08477d511e43973627a875d2
Leontyne     |ldahlmanr5        |Female  |1    |9.32  |4688cde8ed6bee7d1922c3af83866f359c94dcce7b9dd6428f52fc6bd86fc6cb
Debbie       |dortob9           |Female  |1    |9.32  |186bd67b0b87b3f6880f24b1b00f49298f6f0e334cf6fa823faa114113e0ad44
Simone       |sdavydenkocn      |Female  |1    |9.34  |9aac9d0b9521291fe77e207f65a82b69c00c31dcd10c1e9464c2d807fbbc0499
Kathryne     |karnison5m        |Female  |1    |9.34  |7c1596fce8b765ece76eb5f8275ea25cbfc05dd25fa73e984e8cd068d9eee813
Ingaberg     |ihinksenqq        |Female  |1    |9.35  |416ae5f08474336a0f5d13c4c66d11c25dfc0abfc18aac76088b0e24a13c097c
Cloris       |cpeedell3z        |Female  |1    |9.37  |47f1d3df4a2f2fe73f9ba700d64c2641593823bcf5a612cddb42e4ba26b5b54d
Haily        |hmcalarney1q      |Female  |1    |9.37  |e643fbfefb575f77fa69dec1c2687d63f869a0c8f608cd561576a3ea296eefb0
Anallese     |anasta5           |Female  |1    |9.38  |6f34a24d19ef0cf74a2434e1bbe8d752066b244025f074af052aeb9274c31e69
Pen          |pshalloobf        |Male    |1    |9.41  |217b220b78755043ec83e214af1e26c341c7e8d54ad61bab705ad3c821dd2699
Letisha      |lbryenton2u       |Female  |1    |9.43  |1f4132ea31d0272681855df7e7b1cfcf7344fec36cb46ab70ba48e07158db3d6
Minetta      |mgopsellj0        |Female  |1    |9.44  |dab242aa93d52bb410074a5ddf3e382ac96eec5a7426936adb7468d31a57acb5
Retha        |rmynard1p         |Female  |1    |9.5   |0e1de32f31bdce1471f7dcbea08384a58c815a35510c80afbc46ed0536a76860
Keane        |kmccrackane7      |Male    |1    |9.55  |fd4ee87a00b71cb26d32e2d7d4fb42443fb7c1c7062d3f4c9341a4a4c2ce1d20
Cole         |cmaaseb2          |Male    |1    |9.59  |a6ed4cb05db9ab1819c5295d118085237d10a05cda396aad6ecf245177cb6e2c
Brynne       |bshaughnessy4b    |Female  |1    |9.61  |4f4a3f7f5516e75206c3dff1cf631131df4e8cdf7920e6f58da2b58c9852a85d
Amargo       |aearl2k           |Female  |1    |9.61  |6371ae7004796011c22b6875d677601621a75ead1e4fbc942d96eb03d785eba1
Delbert      |daynoldlg         |Male    |1    |9.64  |5bf696646e951e121198affbb96f9b89493e413ca3a1d1ae7c413343259a741b
Douglass     |dpreuvostmx       |Male    |1    |9.64  |12ddda7a874c49c85ab5bc41556ba7b4ffedd44edca506b1298abfd62782a0b3
Ives         |isebring9t        |Male    |1    |9.64  |a9f08f0dd1ec0a634b198824d9cee53e3bfa549c98a95b3bf7e81212eea85e0e
Lloyd        |lcicchitellokj    |Male    |1    |9.66  |4ac8e469501d8aa066b4f8de1e9eac0185f2d60b415c482c4eeca07ad37616f6
Fredrika     |fbrumbye86        |Female  |1    |9.68  |a34eb906b93c97eb31415bec8922eccfddca6af8914532c575c0deeb591de15a
Fred         |foshiels6x        |Male    |1    |9.68  |b9ceec52b8965a0aad9b9d25016dd1a4dbdf44d89927d0c0c8519e2156bbe062
Bertrand     |bbiddle97         |Male    |1    |9.72  |a7ba0838f083d14e1d21019fd2a5ed33c27d93173ea0e9a20a18c2349f3e863c
Ferdy        |fspadoniom        |Male    |1    |9.75  |2324d0a7d2e790dfa122f47e09c271a4462aed74532957c00e6a0c7c344a1442
Alonzo       |ajakubovskyqr     |Male    |1    |9.77  |3d38e6fcfb5a75638c783eee388f98f0f72b4c9656257f91f54d7ae1a2534287
Yelena       |yschukrafthj      |Female  |1    |9.78  |a2e496b80716dfec109b695416d7d8e394a1063af485be9ac221dc4d05bba3e2
Tibold       |tcloy78           |Male    |1    |9.78  |b53a8aeb2d1878ceaaa38b45eab704ff192c2f3c3eb9b97f708650ac542f6725
Griz         |gkalinovich57     |Male    |1    |9.82  |bec2089ad6be423c1b9d1c7c8d6d0a052680006c05a75b6223ae3ac8f273e5b8
Seline       |sdittson17        |Female  |1    |9.83  |1db60011c3f6a192ef96f4a8b5e29d09226ff811a8599fb217d5e594f0ccee17
Josy         |jmatthews99       |Female  |1    |9.84  |c429622d42a3e2815169ef4116e84a7e787bb8ea321b095f7948518aec870615
Tommie       |tpibsworth8g      |Female  |1    |9.9   |12ffb9da197e45ceadf634ba97c4191dd2ecdb3870de322f8e5a5f37c0f1ea70
Bartolomeo   |bbecarradx        |Male    |1    |9.91  |3b8c515a109da0c11e5411e9113d87a2c823eb4e1418f3bfb40eaa3a3feb2605
Nevins       |nmullarkey8z      |Male    |1    |9.95  |06b2591d5cbf984eeca711f713d6cae4fa91a466e459a006cbdb7a94c533266c
Annabell     |agiacomuzzian     |Female  |1    |9.97  |6be0650b850130f5f0a85169b0120bd64769dea45aaf66b6ed0bdf482bac1a4b
Pat          |psywellbd         |Male    |1    |9.99  |a3352cd90dcd29bb9fa5e3c05d52dc059c4bce855737f1cfc95b83274e5f829f
Helaine      |hseppey4o         |Female  |2    |7.03  |4bf4c12c798ee922abf7955c18588e8fe7bae2844ccad47edfb1bb8f7a21d106
Hallie       |hcressor3v        |Female  |2    |7.04  |24fc2b14ff744eddd78b336fdc1b4e0e9bd53f2d1eaa97946d5c93685a5c74e9
Nicolis      |nbirchwoodai      |Male    |2    |7.15  |a45e5d5f99b22561f5fb0c6688afa8bcc6c2763efe498db008693b9b562c7649
Vance        |vderisley8p       |Male    |2    |7.15  |b09b033b39321f6181c1bdf7be5bbb1fdb86a8d7c3a36c96773c92d4de21da8b
Jemima       |jburrenh1         |Female  |2    |7.19  |e6f35a7103f1569d3dab41e46b82afc6c23a71812216aeec90e90fcf4f201272
Domingo      |domonahan7        |Male    |2    |7.19  |c0b008eb27dea282bd5cb2a13e8ac9a4bbaeaec1dbc03ada6e501af28508ee30
Zerk         |zraisbeckb7       |Male    |2    |7.21  |ec01076aac252ec06e7f362db1ea2409d72bff12527d1f22922b44d3d298deb3
Man          |mbritten94        |Male    |2    |7.21  |a2e1cb867cde15a741b2ff67a4d1a20dc976446cc149e318e4aa30be0be2c693
Jeanna       |jhornungpr        |Female  |2    |7.22  |c278d0514104bb48e88f625a338e3fd559083a45ebc48b25b256ffa09eb6f94d
Diane        |dmoller77         |Female  |2    |7.28  |dfff9bc89dddb9f1ef7d5eeca535ef58b2885be60e3d551a9c89dfc313947006
Jocelyne     |jsoutherand1      |Female  |2    |7.29  |c3a8895a273de1d7a0df6731c1d59cdd8aeb7c35257b36d191f83b6b5a59872b
Craggy       |ckremercr         |Male    |2    |7.31  |282544c4a5ea3107c4673e31a44509806e508cd66dd8bd2caf73234d7a3f5f56
Morris       |mwinny80          |Male    |2    |7.32  |301490787ff254540bae96385969b511b4cf1a102910bc4d611c212fe2bcf073
Bobbette     |bbiglyip          |Female  |2    |7.33  |fee503914569d2fd0bd21ba65617ea9ce9c6fb0dcadc2dec65403120ff0a6474
Maressa      |mmcilherane3      |Female  |2    |7.34  |1db660004c6d924eb49218b5cf78b204a351cf0526e61a09f2f38c2dd02b1f28
Oralia       |onobes4l          |Female  |2    |7.34  |d6bc463722fe8cdcf1d32b387ef6778f60fcd1afbd0fecc891709f7482477d3b
Benedetta    |blevayoj          |Female  |2    |7.42  |aef2710cf94c5cf02a6b851d07a06db83cb9f5ad2fa4d62aaa5b7bf8147e4f46
Essa         |eblackey9a        |Female  |2    |7.42  |f70068bc500eb9a09784d0c00f432e6869e9ed3f4c75170b574524c8d61c23e9
Ossie        |ogawne5n          |Male    |2    |7.49  |8c37260a12f8616d2df477cfa938e7b4ca55394a51241d630332f58925625043
Berton       |bcrookmf          |Male    |2    |7.53  |88bff57ff7e94ea307a3de66c0160dead6ab8205bde2a1160384cf0e576b8ef5
Vasilis      |vbrisleyk7        |Male    |2    |7.56  |60fe53fde1a3192ba274174b5bac3cdffd181daea9b1caf0fec0190e4f730fdc
James        |jdarco9y          |Male    |2    |7.61  |56c6ab9b4fd17fcbdf6b3d6d2018705e4999cd66a224c1296756c933e6ffc385
Misti        |mnolleau3y        |Female  |2    |7.64  |6c9b6bdd7cda78e911b064fcf370d1776c31637ae2956dfff5cf9a2e0f1eee18
Ignace       |iallensonqy       |Male    |2    |7.64  |33e6bfac9262705a942ae593dddf1117dbf6273f28cc8bb27721f8a6ed489771
Tabina       |thallatt69        |Female  |2    |7.65  |689d217a4f6e2862af9fb289bba6285fc4b44a71e1d0b5e0524a66ab7cf60c65
Gil          |gdorgon41         |Male    |2    |7.67  |518e74de6cebbc4828e5ea083ac7f563048b6487c7edc9b994fb42ef7a267f9c
Lorilee      |lrosbroughm1      |Female  |2    |7.68  |7b6d3384fd3870896a4ea5c59b178ce34667fa19652397186cfc56570b6c56d8
Collete      |cdalwoodpy        |Female  |2    |7.69  |fa2d66bf5380262e6ae354b8930097aaedbedcfaa35f14a3a7acd9c4d2c684e4
Jessie       |jteodorolk        |Female  |2    |7.72  |3287eab440a7cd678b89316b39b0755f4a67fbf1c161145eb251918ca8d84828
Waring       |wbooijci          |Male    |2    |7.72  |e1811d24326459fbfaedcebdbc598330dc4dd56dd23b50db724bac05bb950e8e
Fairleigh    |fpenricec4        |Male    |2    |7.72  |0da20e381521d2a1691e421e6359ccb819180f6c944e935fe377d53af5918b16
Marylynne    |mrubinel          |Female  |2    |7.74  |d8c235c8f31031d761026a3fb7b3a4a9a8d8ac80dd2884327fd038d0a1164ec0
Ranique      |rperigonm         |Female  |2    |7.74  |98b49ad7f1d6a23f8e38443bef42c069df82a28d46508a80420bd30bb3ba213a
Benji        |brammerg          |Male    |2    |7.78  |7c233cce0b6bdb1f11dcc00d5d3445f8e075fb9ed03efa3d882a55dbcc74d1c9
Lois         |lsteedenku        |Female  |2    |7.81  |aca97f2a4cbcd16d35e078ae8752bf5d25543582cba64448d4c6a8752db201fe
Cleon        |cfoxk4            |Male    |2    |7.85  |fad068454c462b6697200c5a4d620cc411ffbf54bd64df5504f903a45bae2f17
Cassius      |crippingt         |Male    |2    |7.86  |09481f548ab16397746d96e6f8f9ad69686c6b5523de7223cb9902fb350b2b55
Eolanda      |edealtryby        |Female  |2    |7.93  |00efd6bf24399c2e4ea5d9631011bf66837b323428d582a6b9f97be33264a990
Clerkclaude  |clovittep         |Male    |2    |7.94  |e17f59aca8e8dd1062547a23c3a342da3fbc5499ed8f6d119e8beaca961206b6
Edee         |ecalterakk        |Female  |2    |7.98  |b2ee4620962385a2f1641f2fa572e93de5581a95e83773618b2fd430431bf25e
Ennis        |ejirasekma        |Male    |2    |8.02  |2a69ecf479178f853b31a3a5ae0a95210b88a63e8860bfee22555f7b5cd24fea
August       |afollacaroaw      |Male    |2    |8.03  |03d5698c041896714a00ef658c08d35d58c29c96c6a61e4323071c20c0b561db
Khalil       |krottgersbb       |Male    |2    |8.07  |f3f4f77e9f9aabd1cfe5513242b8efa4b0f3172514acacfb89ec67660c41127f
Carolann     |ccookehp          |Female  |2    |8.08  |30ee8bc3830e76e3a6ccbc5dabca9909f637983457b52ca9516f6cacf2741f00
Langston     |ltreblel5         |Male    |2    |8.1   |29c70a033224a64376f78a0a451798b68e59d2cc7af239622b45dbf61b2243f8
Haleigh      |hleynhamps        |Male    |2    |8.11  |ce825faa5a95e88aef68b966e3df38152aa38b2192981534ece8760b2bbeb894
Norrie       |nnormadellf3      |Female  |2    |8.12  |187bdd1d1bae70eec7d28408f6ede7ad20332c4a7cb217ec7b9710e53976cd37
Merlina      |mfortmancv        |Female  |2    |8.14  |5ae4978d83c78e24c22746d8d023e12f6ef020798fd6804b7aa6869bddba3fc5
Wit          |whexum2m          |Male    |2    |8.14  |128dad3ef743204c85ac9a5cca7b7e6ee3205a1ac659f49d76cfaaa6774db6ec
Antonio      |aboggasmh         |Male    |2    |8.23  |543f9ac032ce9ebaf1b5c84a22f91de909f769bc11f50fbc6705f86e23877c31
Will         |wrisbroughf0      |Male    |2    |8.27  |5b7a54f6ecde52f207c5ff16f05844c437130d71b539ba1eea529bd86a918a68
