Name         |UserName          |Gender  |Year |Grade |Hash
Carolyne     |cdurringtonji     |Female  |1    |8.46  |e37d3616c4cf430103c88ff5d65e04a795995873d6c7e535076853a593eaa6e3
Sheilakathryn |sscawenok         |Female  |1    |8.48  |01ce865e0c84ea9c88245bd3ba72e09848b95da71c510690c45c8fbdfae394ad
Der          |dhaycraftb2       |Male    |1    |8.48  |31b6055c147597633159864790bae345cb284e0b7ce35a8a95b2994c5868faa4
Crichton     |cpetrus43         |Male    |1    |8.48  |4d0a201906c88579dab9477e8d120b0146bb089002ef083bac768af55fa667a7
Melantha     |mstroyanf3        |Female  |1    |8.5   |ecc48519ec9efb6a7253ff0f0447fdc58c973c2a64afa3dbc5aa3dde6255633d
Tris         |tcasfordlt        |Male    |1    |8.51  |9aeda8e2dc2eaf749ea15aef23713345f820a56aa4f5eb96058debd4e7402e40
Fransisco    |fmoyesot          |Male    |1    |8.51  |f68decb38c88d745e0d511b88f12ceeee619c0b1c3b87b9582a1556930ea69cb
Cora         |cgoldenofirelandba |Female  |1    |8.53  |43079b4a8ab391ec68a2ff4c976fea0dd51226e24ecfca5336d5439bd35f0d99
Dorthy       |dgallagher5m      |Female  |1    |8.53  |82316b89b70674b8391fcfd54c52c38b776d2c7ec13881322ad676b589a5e869
Adam         |akewish4z         |Male    |1    |8.53  |8c9f006d8019379c6b14a47e7f263fd1a709f70d454cdce7d78c2cdaf48c5fbd
Bryant       |bgarrityqu        |Male    |1    |8.54  |7f9cbc6cbfa06eaafdeea496bc88466f9b257e4239d9eb8d09d07ae66ffa21c6
Kelly        |kmcilwrathh       |Female  |1    |8.54  |614435e9da62082074457ebdc49a0cecfcbbc961b9f31e3a8f67ce81c874d4d6
Riane        |rlecordieras      |Female  |1    |8.55  |f8d7ceae77de1c9d16327638618ef6dea57d57d8324581c8b76109ad6942f28d
Shanon       |swellsby          |Female  |1    |8.55  |bbcc7b458ad046f7319ce223951a0d56388f5946db7ee311f9ee124b40bb95a2
Daloris      |dgantzman2q       |Female  |1    |8.56  |18ebb17aa3c98050a6c80618004e78d287e5c0850df6cf4c09fede9995e72efb
Derward      |dstearnl          |Male    |1    |8.57  |5dc3dd1092cb2ea810012cb8476bf4181fdb8fa5b9bfb6a5ae7b083423a1a645
Raleigh      |rvegas8k          |Male    |1    |8.57  |f7903cb3c82d4f230a3b273c5154af40be99d9694b7e593a264fb7ffee41be6e
Bertrand     |btokleyif         |Male    |1    |8.59  |d7c3847d66fc854496f558e2ff3cf619ebb8ec3e2dce68c3413dac1b2d05a89d
Roxine       |rmewsli           |Female  |1    |8.59  |dba8495f67a8d6fc5baef9a8bb411c38abb009ac7f90c0e51b544bdc3625b89f
Constance    |ctennanta3        |Female  |1    |8.6   |9a973c720564528725ada0f4c1af520bf959181aa25e9fcddf7568e29c3de80b
Evanne       |esirmon8q         |Female  |1    |8.6   |0e4246fa01ed727efa195ca2041e71f152426c11af3d51a2405efe66212f0eb7
Lesley       |ltindley5q        |Male    |1    |8.61  |587467873c7ff63681efa60703e6e7640bfac594f2520780ac242172ac4ea61f
Kelby        |kbatie58          |Male    |1    |8.63  |e3b995ed8738258c7f8d937539205255d13fd2495e16e231522805a0123abf7f
Frannie      |fhentzeler4o      |Female  |1    |8.64  |c3955ce4c4b63097eddbc08da5fc3ebeac5543480f7b5b333f24ec0f49702a94
Guthrie      |gaizik76          |Male    |1    |8.67  |e8ba8268d8f02f203d13a89c1d3d0aaf3f5f3a40305127049dbae010b5c176e5
Susanne      |spatey31          |Female  |1    |8.67  |0d2fccc50bfafd95e0d6db18471fcc1054e968809b97f99503a9ee4f0a9f89a9
Shantee      |smeiklem7c        |Female  |1    |8.69  |3c0535614e6ad09b299323504a4754ab1c7007c616386a2e29d546b045b7cc1f
Mar          |mribou3t          |Male    |1    |8.73  |c053798635a10150ce6f3fcb21cdec87f5e1389c2d50dbd7b6ac7d3e978df1a6
Dana         |dotson63          |Male    |1    |8.75  |42c1a783ad613641d05a52c14c55435c544d6e042ac2a68657140d3044464aaf
Brig         |bstoneham9u       |Male    |1    |8.78  |5bb10d1dd31380b89927fd6fe4fcbfc724631637c83b746a8540406bd9f5d717
Daveta       |dheads4k          |Female  |1    |8.78  |1563dee15d2c098bd842cc38c2b8b19927a30d0471cba74b7ef1fdd4c108acb2
Edan         |eburnsydeop       |Male    |1    |8.8   |298891cccf4a588ac2363525e880482cd3e7c2884763461c4b4930ddb863addb
Ian          |irobshaw1         |Male    |1    |8.8   |0dbc469dfb324e5dcd5e0b6665510149461e936fd9fb0110e92d96c80eb6999c
Madelena     |msemmenscj        |Female  |1    |8.81  |ebda628d19681685797b183a03a71272386e46d4c8aaf8b7952f2b642490bb89
Shelagh      |sglabachpr        |Female  |1    |8.82  |3528fffb853f7c321873c00901ef038c13f8f42f92b628da0c16e5e678d659fc
Isobel       |isevery4          |Female  |1    |8.82  |b1b7b494158b2728ff331e29819f0aa87c2de96dc281df2391af8d56c99af906
Gerry        |gchinnock3h       |Male    |1    |8.84  |c53838fcab2b7bec0f76ca88d87ff234c3b92e76ef8a10ee78b824cb2bf29f84
Gery         |gcamplinge        |Male    |1    |8.84  |7aa6165f3b184aa85ab2882a227ef8b63991e14da802561880ca7012430bb136
Sylvester    |sroggegj          |Male    |1    |8.85  |24b44ec5b2e159d8f3f0f24610afb7a10010d0f47b24402bfc35015c34de82fd
Glynnis      |gtabrettbf        |Female  |1    |8.85  |90c525f14c8c0d03e06d11908842c52358bd3052a43978e50f063c3767aab4f3
Lesley       |lfludgate7y       |Male    |1    |8.85  |b6e006de1f1052329c513c9279bfafec069abe2e6bfee8b4bdd6ff3cc6ce8599
Durant       |dphilipp4t        |Male    |1    |8.85  |189d4754cfc1acfe119bc084543e4a4dc111d297bec36a14fa70590ecfbd69e4
Vinny        |vbeldom4l         |Male    |1    |8.87  |07f282c43c38fb0853b3b0beefc180b241a289564ac3d9f459caf8752701f1ab
Emelia       |erival47          |Female  |1    |8.87  |4b1ee38748b29a0b66e7440726842319fb106903c5b5fbfdf113380313023f61
Pippa        |pburminghami9     |Female  |1    |8.88  |4c4b33dd3c6552c00c0fd41f1c6f28ea2d8eebe1a1f7b98ab18212a1d9fa7b87
Zacharias    |zmordon6t         |Male    |1    |8.89  |c70dd15290392855ab832f61fe57e4cbbf651b9ab557d5595874d641741d141b
Ida          |ileeredq          |Female  |1    |8.9   |26081446b8a2d5c4a178cd4caac2710527585697e4b9c7ebf43b751aa8afe613
Jerrilee     |jhoudhury5v       |Female  |1    |8.9   |d9efd6840fc62e1e7fe9b43f61510263dac507378d4bbfa40a00900330cf7a58
Avrom        |agorckeof         |Male    |1    |8.91  |a01b683a05cc84d0a10b62ac24ccd7c645e4a07909bd2d895bb11cbc4ea7b1a7
Zachariah    |zsimonoumm        |Male    |1    |8.93  |89c6886a2d78b6a4dd61d47cfe6fd9177995c323e982c35dbacdc254855b9028
Westleigh    |wscanterburypv    |Male    |1    |8.94  |5b47ae62b035c4adf0970ba3876c06b0486af52c0af53042ed5c360d8e7e3e37
Stanislaw    |saucock9c         |Male    |1    |8.95  |4016d7d8b2364669274f900f63a619b812f877ba535391ca15fc4f1d82e4424f
Katrina      |khuddlestonea8    |Female  |1    |8.98  |4381ed302ec9d2d51bb798873ca60b24118d8c84ebb0e9095381c4673cdc966d
Dwight       |dpuckringb8       |Male    |1    |9     |c7d3c81d2b77922c144d1f43418a7fb3c3db20cf76aad2ca8ed96370b226f212
Lesya        |ldumblton3j       |Female  |1    |9     |a1ef3ed350f31c1af2d170b5ba6ee26465e8727ae25addc63660120ac6e709a4
Freddie      |fdundin2o         |Male    |1    |9.02  |2ef8e65a180ba227c0426fe0d5de80bda816f94e95a1ce753db3c9f69e147a44
Manon        |mwestoll8x        |Female  |1    |9.04  |1adade47f10de4ff77bd22f256c4deb82699972015ff35983a147f45fa082dfd
Seymour      |sverissimo72      |Male    |1    |9.04  |c91b3815af2ab4b01cfb33e295b59978f7c46e20e30ab780c75738d964305101
Vera         |vpauluschnk       |Female  |1    |9.05  |958b7fb8235502f19bad3182f4052789dca00cdd054b2bac7dc5d56f651009bd
Yale         |yfeldheim24       |Male    |1    |9.07  |7235b42702e5cb045719b5714ba8d4f54549ca26387d339c572117e1bed0075f
Malinda      |mjarradjt         |Female  |1    |9.11  |009e1e1b4979c123215b40407c836f731ae3f3e0c5d8a9dd39e44173715b57c1
Krissy       |klinnellln        |Female  |1    |9.11  |5af4c9bca18cb8a44d4cde24c10499ac645e011d356f89090bd874ade5d029e8
Sibbie       |scloneyhl         |Female  |1    |9.13  |ff2fd920e5268cf0481e91d412cce7d0691e761583774d80398a99a83633aee9
Sophi        |slinleymy         |Female  |1    |9.13  |52557ceccb7c9eedf0545b8799f73bea8d09afb4cff26c2c249a1ed3fde1abe1
Vaclav       |vnorssisterci     |Male    |1    |9.14  |8249bce12a14efcd5d9816f93440bd702266565610dc6842dd0efa1c5265d059
Dory         |djeremiaha5       |Male    |1    |9.15  |eee6a00d093806bbc8f0a16de660568aad02fa89531939ea5ad214389373eb8b
Eberhard     |eravenhills8h     |Male    |1    |9.15  |7e3a3a9010bee95f06471b1febcbf99330a67001666261907ec72a6322a3a75f
Georgette    |gforsaithm0       |Female  |1    |9.16  |910d283fbee32c926d5c8c35c031fc5a715ef837ece22b0db7b02f6a12797a10
Waly         |wheadlandhh       |Female  |1    |9.17  |de2f615d7cab0ac352680cf7bc7cf82dd357f12b3dea8b97b3cab820342243ab
Jonathon     |jnoenca           |Male    |1    |9.17  |5dda515f60d4482e86f568c5583caeaeae761221b0b48810f59f3d43cf20b077
Bea          |bayresl3          |Female  |1    |9.18  |a4736224b77134adeaa4345e38c5d365db9193d2c39996462b2f0cb776a9a894
Luther       |lgawler7u         |Male    |1    |9.22  |5d3fab2c100d5f09d27b105e29904da6e47c0186b3c3e87d1c58f974fa4e287d
Artus        |aharrissk0        |Male    |1    |9.23  |8eff625d0af9a0246b24632855683f24c660adc714059871808b4ae682490a64
Hewe         |hsteddall5z       |Male    |1    |9.24  |bae01d6dba5c7d24ee1b1222b91f2b8b3179f18f45b039a3622def1ebed4703a
Bibi         |bsharkeyeb        |Female  |1    |9.26  |f2c18f97570f8d5f3dc18b403227853ac10d68fde5c50d9f6b5719f1dff9b54d
Wernher      |wstablesgr        |Male    |1    |9.28  |115e50cdb93899841b4e7bfeb4eb3f852119b343f8ff90e1e072514718d3f76c
Franklin     |fmerillio         |Male    |1    |9.3   |dd3d2b07b9f2fa470e764f3548a431ef4457eee34c9e36b666c5d543f9549d71
Blancha      |bdallisonk2       |Female  |1    |9.31  |ce257d75f5e5723af21d3a45418cfbecdad2c03b8d9d08cec177362de5fe100d
Ethe         |efittes5j         |Male    |1    |9.32  |e9f4e55de736049a4d4426cfc2d2b65bcbb3bcee132ca1af256bdd858e1ccf8f
Clerissa     |criccahe          |Female  |1    |9.34  |aa813cdbf6535b7a77d1d4f34ca0b0601af460c073b22adebb12ecb1534594ee
Elyssa       |edjurisicd3       |Female  |1    |9.34  |a592fcdf33044c76204bcbb51a85e3d15c40a107f9b0a724027ae15b687cb061
Dodie        |dclymar5          |Female  |1    |9.39  |b6d88776fb66a2c426b26679776dc90cb3322d7e1f6b2558ed386d92ec8a87d9
Rutledge     |rruhben6u         |Male    |1    |9.41  |96d716bb1056e25b92db33366c008a6ba9fdc6646a504e7eb334184d4eee4ed8
Linoel       |ljerred3o         |Male    |1    |9.44  |5c66219a9476e5036d7eea5ace69865aca63e4fe215960f452e5c837a82fb36b
Gustavo      |gmittenfb         |Male    |1    |9.45  |79ad36b18d197c978c920b3180d2ae405875f3b26dcc1f7211b816950beb49d8
Marilyn      |mgorstidgemv      |Female  |1    |9.45  |1137d2c7f27e19deecac7870f801fd6c189feddabe17abdf837da2a116026a4f
Esme         |egoscombn5        |Female  |1    |9.45  |949b707ec5865196f40adaadcffd6b427f13ad2fec0ef842bd29d32147687931
Alvin        |abernierq9        |Male    |1    |9.45  |1b7d463281b1d9d598eb022afc822da7c1c75256c4720aa17684bddc0cec1618
Tory         |tspinnacerc       |Female  |1    |9.45  |7286352bf71c56e006e8080e0039b87a29d3ae48487589a7fa66cdb124c98776
Trudie       |tmitkovi2         |Female  |1    |9.46  |0a60f974b748eb16b006f917ec882c067dcd81640be8ef74b74a7a961a9ba7ce
Melony       |mlourencoll       |Female  |1    |9.47  |61d03f7578d5f23d05b1b883c099f78b791df94ae9a22afafac0ba13212f3fda
Meagan       |mbigg1p           |Female  |1    |9.47  |14dd221e1b428b32486e370602a657b98e6ecb37a1f71fc0f9c0dec2c6d4bcb8
Trevor       |ttoogood71        |Male    |1    |9.48  |d3ad02af6158114cdc7d67eba009e58c66455ede7383ded14d44d12f9569e454
Antonino     |aextilgu          |Male    |1    |9.49  |93e863d928f30526db8a913b329040e8cc5e41e5fdf316d97b0476723307b349
